manufacturer,version,power(kW),fuel_date,trip_distance(km),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note
Tesla Motors,P85,310,13.06.2014,74,42,Summer tires,0,1,0,Normal,20.44,1,0,,7.74,Supercharger Lutterberg
Tesla Motors,P85,310,12.06.2014,268,27.9,Summer tires,0,1,0,Normal,20.44,1,0,,7.74,Firma
Tesla Motors,P85,310,08.06.2014,101,58.7,Summer tires,0,1,0,Normal,22.99,1,0,,10.29,zu Hause
Tesla Motors,P85,310,06.06.2014,38,6.83,Summer tires,0,1,0,Normal,22.99,1,0,,10.29,zu Hause
Tesla Motors,P85,310,04.06.2014,253,24.6,Summer tires,0,1,0,Normal,22.99,1,0,,10.29,Firma
Tesla Motors,P85,310,01.06.2014,212,53.17,Summer tires,0,1,0,Normal,25.08,1,0,,12.38,zu Hause
Tesla Motors,P85,310,27.05.2014,45,20.5,Summer tires,0,1,0,Normal,22.61,1,0,,9.91,Firma
Tesla Motors,P85,310,25.05.2014,47,26.99,Summer tires,0,1,0,Normal,22.61,1,0,,9.91,zu Hause
Tesla Motors,P85,310,23.05.2014,36,30.4,Summer tires,0,1,0,Normal,22.61,1,0,,9.91,Firma
Tesla Motors,P85,310,22.05.2014,19,5.26,Summer tires,0,1,0,Normal,22.61,1,0,,9.91,zu Hause
Tesla Motors,P85,310,18.05.2014,275,12.25,Summer tires,0,1,0,Normal,22.61,1,0,,9.91,zu Hause
Tesla Motors,P85,310,15.05.2014,307,67,Summer tires,0,1,0,Normal,19.3,1,0,,6.6,Supercharger Hohenwarsleben
Tesla Motors,P85,310,13.05.2014,172,43.8,Summer tires,0,1,0,Normal,24.39,1,0,,11.69,Firma
Tesla Motors,P85,310,12.05.2014,36,38.7,Summer tires,0,1,0,Normal,24.39,1,0,,11.69,Firma
Tesla Motors,P85,310,11.05.2014,217,21.16,Summer tires,0,1,0,Normal,24.39,1,0,,11.69,zu Hause
Tesla Motors,P85,310,09.05.2014,209,70,Summer tires,1,1,0,Fast,20.7,1,0,,8,Supercharger Hohenwarsleben
Tesla Motors,P85,310,08.05.2014,174,15.85,Summer tires,1,1,0,Normal,22.42,1,0,,9.72,Vattenfall
Tesla Motors,P85,310,08.05.2014,185,32,Summer tires,0,1,0,Normal,21.78,1,0,,9.08,Supercharger Hohenwarsleben
Tesla Motors,P85,310,08.05.2014,128,36.18,Summer tires,0,1,0,Normal,21.78,1,0,,9.08,zu Hause
Tesla Motors,P85,310,05.05.2014,40,49.3,Summer tires,0,1,0,Normal,23.34,1,0,,10.64,Firma
Tesla Motors,P85,310,04.05.2014,241,20.85,Summer tires,0,0,1,Normal,23.34,1,0,,10.64,zu Hause
Tesla Motors,P85,310,03.05.2014,251,54,Summer tires,0,1,0,Normal,23.34,1,0,,10.64,Supercharger Wilnsdorf
Tesla Motors,P85,310,03.05.2014,144,56,Summer tires,0,1,0,Normal,20.43,1,0,,7.73,Supercharger Bad Rappenau
Tesla Motors,P85,310,03.05.2014,151,18,Summer tires,0,1,0,Normal,20.43,1,0,,7.73,Hotel
Tesla Motors,P85,310,02.05.2014,383,57,Summer tires,0,1,0,Moderate,18.2,1,0,,5.5,Supercharger Bad Rappenau
Tesla Motors,P85,310,01.05.2014,0,7.5,Summer tires,0,1,0,Normal,20.43,1,0,,7.73,zu Hause
Tesla Motors,P85,310,01.05.2014,178,34,Summer tires,0,1,0,Normal,16.6,1,0,,3.9,zu Hause
Tesla Motors,P85,310,29.04.2014,119,44,Summer tires,0,1,0,Normal,21.68,1,0,,8.98,Firma
Tesla Motors,P85,310,27.04.2014,195,20.99,Summer tires,0,1,0,Normal,21.68,1,0,,8.98,Firma
Tesla Motors,P85,310,23.04.2014,112,37,Summer tires,0,1,0,Normal,24.41,1,0,,11.71,Firma
Tesla Motors,P85,310,21.04.2014,176,30.7,Summer tires,0,1,0,Normal,24.41,1,0,,11.71,zu Hause
Tesla Motors,P85,310,16.04.2014,73,16,Summer tires,0,1,0,Normal,19.8,1,0,,7.1,Firma
Tesla Motors,P85,310,15.04.2014,35,50.3,Summer tires,0,1,0,Normal,25.06,1,0,,12.36,Firma
Tesla Motors,P85,310,15.04.2014,235,17.37,Summer tires,0,1,0,Normal,25.06,1,0,,12.36,zu Hause
Tesla Motors,P85,310,11.04.2014,132,26.6,Summer tires,0,1,0,Normal,20.15,1,0,,7.45,Firma
Tesla Motors,P85,310,10.04.2014,253,61.1,Summer tires,0,1,0,Normal,24.15,1,0,,11.45,Firma
Tesla Motors,P85,310,07.04.2014,36,12,Summer tires,0,1,0,Normal,25.76,1,0,,13.06,Firma
Tesla Motors,P85,310,06.04.2014,104,22.46,Summer tires,0,1,1,Fast,25.76,1,0,,13.06,zu Hause
Tesla Motors,P85,310,04.04.2014,256,61.8,Winter tires,0,1,0,Fast,24.14,1,0,,11.44,Firma
Tesla Motors,P85,310,30.03.2014,49,37,Winter tires,0,1,0,Fast,23.77,1,0,,11.07,SUN
Tesla Motors,P85,310,30.03.2014,216,26,Winter tires,0,1,0,Fast,23.77,1,0,,11.07,zu Hause
Tesla Motors,P85,310,28.03.2014,107,38,Winter tires,0,1,0,Fast,27.67,1,0,,14.97,Firma
Tesla Motors,P85,310,26.03.2014,112,20.3,Winter tires,0,1,0,Fast,27.67,1,0,,14.97,zu Hause
Tesla Motors,P85,310,24.03.2014,193,56.5,Winter tires,0,1,0,Fast,29.27,1,0,,16.57,Firma
Tesla Motors,P85,310,21.03.2014,201,48.5,Winter tires,0,1,0,Moderate,24.13,1,0,,11.43,Firma
Tesla Motors,P85,310,19.03.2014,73,16.5,Winter tires,0,1,0,Moderate,22.6,1,0,,9.9,Firma
Tesla Motors,P85,310,18.03.2014,36,59.3,Winter tires,0,1,0,Moderate,20.92,1,0,,8.22,Firma
Tesla Motors,P85,310,17.03.2014,371,25.85,Winter tires,0,1,0,Moderate,20.92,1,0,,8.22,zu Hause
Tesla Motors,P85,310,16.03.2014,366,72.67,Winter tires,0,1,0,Normal,21.11,1,0,,8.41,zu Hause
Tesla Motors,P85,310,15.03.2014,367,65,Winter tires,0,1,0,Normal,21.11,1,0,,8.41,Supercharger
Tesla Motors,P85,310,15.03.2014,0,6,Winter tires,0,1,0,Normal,21.11,1,0,,8.41,hotel
Tesla Motors,P85,310,12.03.2014,126,38,Winter tires,0,1,0,Normal,21.11,1,0,,8.41,Hotel
Tesla Motors,P85,310,08.03.2014,259,42,Winter tires,0,1,0,Normal,21.11,1,0,,8.41,Supercharger
Tesla Motors,P85,310,08.03.2014,328,72,Winter tires,0,1,0,Normal,21.11,1,0,,8.41,Supercharger
Tesla Motors,P85,310,08.03.2014,59,22,Winter tires,0,1,0,Normal,21.11,1,0,,8.41,oma opa
Tesla Motors,P85,310,07.03.2014,35,6,Winter tires,0,1,0,Normal,17.14,1,0,,4.44,zu Hause
Tesla Motors,P85,310,07.03.2014,75,26.6,Winter tires,0,1,0,Normal,19.49,1,0,,6.79,Firma
Tesla Motors,P85,310,06.03.2014,36,52,Winter tires,0,1,0,Fast,19.49,1,0,,6.79,Firma
Tesla Motors,P85,310,04.03.2014,208,18.32,Winter tires,0,1,0,Normal,19.49,1,0,,6.79,zu Hause
Tesla Motors,P85,310,04.03.2014,208,10,Winter tires,0,1,0,Normal,19.49,1,0,,6.79,NH-Hotel
Tesla Motors,P85,310,04.03.2014,148,24.67,Winter tires,0,1,0,Fast,19.49,1,0,,6.79,zu Hause
Tesla Motors,P85,310,03.03.2014,36,46,Winter tires,0,1,0,Fast,23.76,1,0,,11.06,Firma
Tesla Motors,P85,310,02.03.2014,240,4.62,Winter tires,0,1,0,Fast,23.76,1,0,,11.06,zu Hause
Tesla Motors,P85,310,26.02.2014,107,41.9,Winter tires,0,1,0,Fast,23.76,1,0,,11.06,Firma
Tesla Motors,P85,310,25.02.2014,38,7.5,Winter tires,0,1,0,Fast,23.76,1,0,,11.06,zu Hause
Tesla Motors,P85,310,21.02.2014,154,40,Winter tires,0,1,0,Fast,25.97,1,0,,13.27,Firma
Tesla Motors,P85,310,19.02.2014,184,64,Winter tires,0,1,0,Fast,22.6,1,0,,9.9,Firma
Tesla Motors,P85,310,18.02.2014,146,11,Winter tires,0,1,0,Fast,25.1,1,0,,12.4,Schaufenster
Tesla Motors,P85,310,18.02.2014,36,13.66,Winter tires,0,1,0,Fast,25.1,1,0,,12.4,zu Hause
Tesla Motors,P85,310,17.02.2014,51,45.8,Winter tires,0,1,0,Fast,27.84,1,0,,15.14,Firma
Tesla Motors,P85,310,16.02.2014,6,7,Winter tires,0,1,0,Fast,27.84,1,0,,15.14,Groner Tor
Tesla Motors,P85,310,16.02.2014,159,7.34,Winter tires,0,1,0,Fast,22,1,0,,9.3,Heim PV
Tesla Motors,P85,310,14.02.2014,77,23.9,Winter tires,0,1,0,Fast,31.04,1,0,,18.34,Firma
Tesla Motors,P85,310,13.02.2014,41,26,Winter tires,0,1,0,Fast,28.78,1,0,,16.08,Firma
Tesla Motors,P85,310,13.02.2014,97,11.81,Winter tires,0,1,0,Fast,28.78,1,0,,16.08,zu Hause
Tesla Motors,P85,310,12.02.2014,50,22,Winter tires,0,1,0,Fast,37.3,1,0,,24.6,Firma
Tesla Motors,P85,310,09.02.2014,98,32,Winter tires,0,1,0,Fast,37.3,1,0,,24.6,Groner Tor
Tesla Motors,P85,310,30.01.2014,71,22,Winter tires,0,1,0,Fast,30.99,1,0,,18.29,Firma
Tesla Motors,P85,310,29.01.2014,77,24,Winter tires,0,1,0,Fast,31.17,1,0,,18.47,Firma
Tesla Motors,P85,310,28.01.2014,72,20,Winter tires,0,1,0,Normal,27.78,1,0,,15.08,Firma
Tesla Motors,P85,310,27.01.2014,101,29.5,Winter tires,0,1,0,Normal,36.27,1,0,,23.57,Firma
Tesla Motors,P85,310,24.01.2014,78.2,21,Winter tires,0,1,0,Normal,36.27,1,0,,23.57,Firma
Tesla Motors,P85,310,23.01.2014,72,20,Winter tires,0,1,0,Normal,27.78,1,0,,15.08,Firma
Tesla Motors,P85,310,22.01.2014,97,33,Winter tires,0,1,0,Normal,34.02,1,0,,21.32,Firma
Tesla Motors,P85,310,21.01.2014,87,24,Winter tires,0,1,0,Normal,27.59,1,0,,14.89,Firma
Tesla Motors,P85,310,20.01.2014,47,19,Winter tires,0,1,0,Normal,26.47,1,0,,13.77,Firma
Tesla Motors,P85,310,19.01.2014,55,8,Winter tires,0,1,0,Normal,26.47,1,0,,13.77,Groner Tor
Tesla Motors,P85,310,17.01.2014,72,17,Winter tires,0,1,0,Normal,23.61,1,0,,10.91,Firma
Tesla Motors,P85,310,16.01.2014,140,34,Winter tires,0,1,0,Normal,24.29,1,0,,11.59,Firma
Tesla Motors,P85,310,15.01.2014,207,65,Winter tires,0,1,0,Normal,31.4,1,0,,18.7,Firma
Tesla Motors,P85,310,10.01.2014,72,16,Winter tires,0,1,0,Normal,22.22,1,0,,9.52,Firma
Tesla Motors,P85,310,09.01.2014,72,30,Winter tires,0,1,0,Normal,28.77,1,0,,16.07,Firma
Tesla Motors,P85,310,08.01.2014,36,32,Winter tires,0,1,0,Normal,28.77,1,0,,16.07,Firma
Tesla Motors,P85,310,08.01.2014,177,20,Winter tires,0,1,0,Normal,28.77,1,0,,16.07,zu Hause
Tesla Motors,P85,310,31.12.2013,71,22,Winter tires,0,1,0,Normal,30.99,1,0,,18.29,Firma
Tesla Motors,P85,310,30.12.2013,111,37,Winter tires,0,1,0,Normal,33.33,1,0,,20.63,Firma
Tesla Motors,P85,310,29.12.2013,61,54.13,Winter tires,0,1,0,Normal,28.57,1,0,,15.87,SUN
Tesla Motors,P85,310,28.12.2013,139,3,Winter tires,0,1,0,Normal,28.57,1,0,,15.87,Sternstr. 
Tesla Motors,P85,310,25.12.2013,215,51,Winter tires,0,1,0,Normal,23.72,1,0,,11.02,SUN
Tesla Motors,P85,310,23.12.2013,42,37,Winter tires,0,1,0,Normal,25.23,1,0,,12.53,Firma
Tesla Motors,P85,310,23.12.2013,258,30,Winter tires,0,1,0,Normal,25.23,1,0,,12.53,zu Hause
Tesla Motors,P85,310,20.12.2013,29,16,Winter tires,0,1,0,Normal,25.23,1,0,,12.53,Supercharger Wilnsdorf
Tesla Motors,P85,310,20.12.2013,417,101,Winter tires,0,1,0,Normal,24.26,1,0,,11.56,"RheinEnergie, Supercharger Wilnsdorf"
Tesla Motors,P85,310,20.12.2013,35,17,Winter tires,0,1,0,Normal,24.26,1,0,,11.56,zu Hause
Tesla Motors,P85,310,19.12.2013,88,13,Winter tires,0,1,0,Normal,24.26,1,0,,11.56,Firma
Tesla Motors,P85,310,18.12.2013,77,23,Winter tires,0,1,0,Normal,29.87,1,0,,17.17,Firma
Tesla Motors,P85,310,17.12.2013,184,40,Winter tires,0,1,0,Normal,21.74,1,0,,9.04,Firma
Tesla Motors,P85,310,16.12.2013,126,27,Winter tires,0,1,0,Normal,21.43,1,0,,8.73,Enercity Hannover
Tesla Motors,P85,310,16.12.2013,35,10,Winter tires,0,1,0,Normal,28.57,1,0,,15.87,zu Hause
Tesla Motors,P85,310,15.12.2013,92,29,Winter tires,0,1,0,Normal,31.52,1,0,,18.82,Firma
Tesla Motors,P85,310,14.12.2013,86,24,Winter tires,0,1,0,Normal,27.91,1,0,,15.21,Firma
Tesla Motors,P85,310,12.12.2013,71,19,Winter tires,0,1,0,Normal,26.76,1,0,,14.06,Firma
Tesla Motors,P85,310,11.12.2013,71,18,Winter tires,0,1,0,Normal,25.35,1,0,,12.65,Firma
Tesla Motors,P85,310,10.12.2013,71,19,Winter tires,0,1,0,Normal,26.76,1,0,,14.06,Firma
Tesla Motors,P85,310,09.12.2013,92,38,Winter tires,0,1,0,Normal,20.48,1,0,,7.78,Firma
Tesla Motors,P85,310,08.12.2013,199,29,Winter tires,0,1,0,Normal,20.48,1,0,,7.78,SUN
Tesla Motors,P85,310,05.12.2013,212,36,Winter tires,0,1,0,Normal,20.48,1,0,,7.78,Firma
Tesla Motors,P85,310,03.12.2013,71,20,Winter tires,0,1,0,Normal,28.17,1,0,,15.47,Firma
Tesla Motors,P85,310,02.12.2013,144,45,Winter tires,0,1,0,Normal,31.25,1,0,,18.55,Firma
Tesla Motors,P85,310,02.12.2013,102,52,Winter tires,0,1,0,Normal,27.31,1,0,,14.61,Firma
Tesla Motors,P85,310,29.11.2013,125,10,Winter tires,0,1,0,Normal,27.31,1,0,,14.61,Firma
Tesla Motors,P85,310,27.11.2013,40,64,All-year tires,0,1,0,Normal,27.35,1,0,,14.65,Groner Tor
Tesla Motors,P85,310,26.11.2013,94,10,All-year tires,0,1,0,Normal,27.35,1,0,,14.65,Firma
Tesla Motors,P85,310,25.11.2013,35,24,All-year tires,0,1,0,Normal,27.35,1,0,,14.65,Firma
Tesla Motors,P85,310,25.11.2013,299,30,All-year tires,0,1,0,Normal,27.35,1,0,,14.65,zu Hause
Tesla Motors,P85,310,24.11.2013,78,35,All-year tires,0,1,0,Normal,44.87,1,0,,32.17,ADAC
Tesla Motors,P85,310,23.11.2013,346,70,All-year tires,0,1,0,Normal,20.23,1,0,,7.53,Hotel Andel‘s Berlin
Tesla Motors,P85,310,23.11.2013,71,19,All-year tires,0,1,0,Normal,26.76,1,0,,14.06,zu Hause
Tesla Motors,P85,310,21.11.2013,71,21,All-year tires,0,1,0,Normal,29.58,1,0,,16.88,Firma
Tesla Motors,P85,310,20.11.2013,36,67,All-year tires,0,1,0,Normal,21.36,1,0,,8.66,Firma
Tesla Motors,P85,310,20.11.2013,45,4,All-year tires,0,1,0,Normal,21.36,1,0,,8.66,zu Hause
Tesla Motors,P85,310,19.11.2013,35,21,All-year tires,0,1,0,Normal,21.36,1,0,,8.66,Firma
Tesla Motors,P85,310,19.11.2013,324,2,All-year tires,0,1,0,Normal,21.36,1,0,,8.66,zu Hause
Tesla Motors,P85,310,19.11.2013,31,9,All-year tires,0,1,0,Normal,20.31,1,0,,7.61,MAFZ
Tesla Motors,P85,310,18.11.2013,334,75,All-year tires,0,1,0,Normal,20.31,1,0,,7.61,PV Potsdam
Tesla Motors,P85,310,17.11.2013,208,42,All-year tires,0,1,0,Normal,20.31,1,0,,7.61,zu Hause
Tesla Motors,P85,310,16.11.2013,77,6,All-year tires,0,1,0,Normal,20.31,1,0,,7.61,RWE A1
Tesla Motors,P85,310,16.11.2013,8,45,All-year tires,0,1,0,Normal,18.71,1,0,,6.01,Tesla Düsseldorf (chOhm von mark32)
Tesla Motors,P85,310,16.11.2013,268,6.65,All-year tires,0,1,0,Normal,18.71,1,0,,6.01,Bäcker Schüren
Tesla Motors,P85,310,15.11.2013,4,12,All-year tires,0,1,0,Normal,23.37,1,0,,10.67,zu Hause
Tesla Motors,P85,310,15.11.2013,4,56,All-year tires,0,1,0,Normal,23.37,1,0,,10.67,Groner Tor
Tesla Motors,P85,310,14.11.2013,193,6,All-year tires,0,1,0,Normal,23.37,1,0,,10.67,zu Hause
Tesla Motors,P85,310,14.11.2013,25,10,All-year tires,0,1,0,Normal,23.37,1,0,,10.67,RWE (ADAC Magdeburg)
Tesla Motors,P85,310,14.11.2013,189,13,All-year tires,0,1,0,Normal,20,1,0,,7.3,NH-Hotel Schuko
Tesla Motors,P85,310,14.11.2013,36,25,All-year tires,0,1,0,Normal,26.56,1,0,,13.86,zu Hause
Tesla Motors,P85,310,13.11.2013,75,27,All-year tires,0,1,0,Normal,26.56,1,0,,13.86,zu Hause
Tesla Motors,P85,310,12.11.2013,72,25,All-year tires,0,1,0,Normal,23.7,1,0,,11,zu Hause
Tesla Motors,P85,310,11.11.2013,56,22,All-year tires,0,1,0,Normal,26.56,1,0,,13.86,zu Hause
Tesla Motors,P85,310,09.11.2013,131,40,All-year tires,0,1,1,Normal,18.5,1,0,,5.8,Groner Tor
Tesla Motors,P85,310,08.11.2013,251.2,26,All-year tires,0,1,0,Normal,21.9,1,0,,9.2,zu Hause
Tesla Motors,P85,310,07.11.2013,49,10,All-year tires,0,1,0,Normal,20.41,1,0,,7.71,Erstbetankung
Tesla Motors,Model S P85+,310,01.08.2020,249,53.3,Summer tires,0,1,0,Fast,21.5,0,0,,8.8,HC90
Tesla Motors,Model S P85+,310,31.07.2020,79,65,Summer tires,0,1,1,Moderate,15.1,1,0,,2.4,SuC90 (Holmestrand)
Tesla Motors,Model S P85+,310,30.07.2020,350,51.8,Summer tires,0,1,1,Moderate,14.8,0,0,,2.1,SuC60 (Lier)
Tesla Motors,Model S P85+,310,30.07.2020,273,44.8,Summer tires,0,0,1,Moderate,16.4,0,0,,3.7,SuC90 (Alvdal)
Tesla Motors,Model S P85+,310,28.07.2020,647,111.5,Summer tires,0,0,1,Moderate,17.3,0,0,,4.6,SlowCharge90 (Trøa)
Tesla Motors,Model S P85+,310,14.07.2020,108,105,Summer tires,0,0,1,Moderate,17.7,0,0,,5,SuC90 (Berkåk)
Tesla Motors,Model S P85+,310,14.07.2020,246,87.4,Summer tires,0,0,1,Moderate,18,0,0,,5.3,SuC45 (Alvdal)
Tesla Motors,Model S P85+,310,13.07.2020,240,41.9,Summer tires,0,1,1,Moderate,17.5,0,0,,4.8,SuC90 (Nebbenes)
Tesla Motors,Model S P85+,310,13.07.2020,170,38.8,Summer tires,0,1,0,Fast,22.9,0,0,,10.2,SuC90 (Hjørring)
Tesla Motors,Model S P85+,310,13.07.2020,591,118,Summer tires,1,1,1,Fast,20,0,0,,7.3,HC90
Tesla Motors,Model S P85+,310,27.06.2020,7,35.1,Summer tires,1,0,0,Moderate,18.4,1,0,,5.7,QC90 (Cittipark)
Tesla Motors,Model S P85+,310,27.06.2020,184,32.9,Summer tires,0,1,0,Moderate,17.8,1,0,,5.1,QC72 (Katolische Kirche)
Tesla Motors,Model S P85+,310,27.06.2020,153,95.3,Summer tires,1,1,1,Normal,18.2,0,0,,5.5,HC90
Tesla Motors,Model S P85+,310,05.06.2020,199,68.3,Summer tires,1,1,1,Normal,18.3,0,0,,5.6,HC62
Tesla Motors,Model S P85+,310,29.05.2020,173,32.3,Summer tires,1,1,1,Normal,18.6,0,0,,5.9,HC90
Tesla Motors,Model S P85+,310,07.05.2020,275,53.5,Summer tires,1,1,1,Normal,19.5,0,0,,6.8,HC90
Tesla Motors,Model S P85+,310,13.04.2020,47,171.8,Summer tires,0,1,1,Normal,20.8,0,0,,8.1,HC90
Tesla Motors,Model S P85+,310,11.04.2020,26,160.6,Summer tires,0,0,1,Normal,20.7,0,0,,8,HC60
Tesla Motors,Model S P85+,310,10.04.2020,40,156,Summer tires,0,0,1,Normal,20.8,0,0,,8.1,HC60
Tesla Motors,Model S P85+,310,09.04.2020,67,149.1,Summer tires,0,0,1,Normal,21,0,0,,8.3,HC60
Tesla Motors,Model S P85+,310,08.04.2020,111,139,Summer tires,0,1,1,Normal,21.5,0,1,,8.8,HC60
Tesla Motors,Model S P85+,310,04.04.2020,38,115.5,Winter tires,0,0,1,Normal,21.7,0,1,,9,HC60
Tesla Motors,Model S P85+,310,03.04.2020,31,108.7,Winter tires,0,0,1,Normal,22,0,1,,9.3,
Tesla Motors,Model S P85+,310,01.04.2020,464,92.7,Winter tires,1,1,1,Normal,22,0,1,,9.3,HC60
Tesla Motors,Model S P85+,310,08.03.2020,58,62.6,Winter tires,0,1,0,Normal,21.9,0,1,,9.2,HC90
Tesla Motors,Model S P85+,310,07.03.2020,228,48.8,Winter tires,0,1,0,Normal,21.4,0,1,,8.7,SuC30 (Hedensted)
Tesla Motors,Model S P85+,310,07.03.2020,404,101.3,Winter tires,1,1,0,Normal,25.1,0,1,,12.4,HC90
Tesla Motors,Model S P85+,310,25.02.2020,86,146.4,Winter tires,1,0,0,Normal,24.8,0,1,,12.1,HC90
Tesla Motors,Model S P85+,310,23.02.2020,505,125,Winter tires,0,1,0,Fast,24.8,0,1,,12.1,SuC90 (Hedensted)
Tesla Motors,Model S P85+,310,07.02.2020,457,132.3,Winter tires,1,0,0,Normal,23.6,0,1,,10.9,HC90
Tesla Motors,Model S P85+,310,23.01.2020,103,24.9,Winter tires,1,0,0,Normal,24.2,0,1,,11.5,QC90 (IKEA)
Tesla Motors,Model S P85+,310,20.01.2020,409,96.2,Winter tires,1,0,1,Normal,23.5,0,1,,10.8,HC90
Tesla Motors,Model S P85+,310,06.01.2020,99,45.5,Winter tires,0,1,1,Fast,22.7,0,1,,10,HC90
Tesla Motors,Model S P85+,310,05.01.2020,101,22.7,Winter tires,0,1,1,Normal,22.4,0,1,,9.7,QC90 (Lalandia - Exportvej)
Tesla Motors,Model S P85+,310,02.01.2020,128,26.1,Winter tires,0,1,1,Normal,20.4,0,1,,7.7,HC90
Tesla Motors,Model S P85+,310,30.12.2019,47,67.2,Winter tires,0,1,1,Normal,22,0,1,,9.3,HC90
Tesla Motors,Model S P85+,310,29.12.2019,259,56.7,Winter tires,0,1,1,Normal,21.9,0,1,,9.2,QC72 (Sommerhus)
Tesla Motors,Model S P85+,310,18.12.2019,191,80.2,Winter tires,0,1,0,Fast,20.7,0,1,,8,HC90
Tesla Motors,Model S P85+,310,17.12.2019,196,40.8,Winter tires,0,1,0,Moderate,20.8,0,1,,8.1,QC87 (Cittipark)
Tesla Motors,Model S P85+,310,17.12.2019,230,55.2,Winter tires,1,0,0,Normal,24.1,0,1,,11.4,HC90
Tesla Motors,Model S P85+,310,10.12.2019,446,104.8,Winter tires,1,0,0,Normal,23.5,0,1,,10.8,HC90
Tesla Motors,Model S P85+,310,24.11.2019,110,64.3,Winter tires,0,1,1,Normal,22.8,1,1,,10.1,HC90
Tesla Motors,Model S P85+,310,22.11.2019,171,41.1,Winter tires,1,0,0,Normal,24,1,1,,11.3,QC72 (IKEA)
Tesla Motors,Model S P85+,310,16.11.2019,271,69.9,Summer tires,1,0,0,Normal,25.8,0,1,,13.1,HC90
Tesla Motors,Model S P85+,310,03.11.2019,286,61.1,Summer tires,0,1,1,Normal,21.4,0,1,,8.7,HC90
Tesla Motors,Model S P85+,310,02.11.2019,336,82.4,Summer tires,1,1,1,Normal,24.5,0,1,,11.8,HC90
Tesla Motors,Model S P85+,310,26.10.2019,513,109.3,Summer tires,1,0,0,Normal,21.3,0,1,,8.6,HC90
Tesla Motors,Model S P85+,310,07.10.2019,98,95.7,Summer tires,0,1,0,Fast,22.8,0,1,,10.1,HC90
Tesla Motors,Model S P85+,310,05.10.2019,93,72.4,Summer tires,0,1,0,Fast,22.5,0,1,,9.8,Suc34 (Hedensted)
Tesla Motors,Model S P85+,310,05.10.2019,229,48.7,Summer tires,0,1,0,Fast,21.3,0,1,,8.6,SuC43 (Rødekro)
Tesla Motors,Model S P85+,310,05.10.2019,507,103.9,Summer tires,1,0,0,Normal,20.5,0,1,,7.8,HC90
Tesla Motors,Model S P85+,310,17.09.2019,28,74.4,Summer tires,1,1,1,Normal,19.1,0,0,,6.4,HC90
Tesla Motors,Model S P85+,310,15.09.2019,147,69.7,Summer tires,0,1,1,Normal,19.2,0,0,,6.5,SuC33 (Aarhus)
Tesla Motors,Model S P85+,310,12.09.2019,215,41.9,Summer tires,1,0,0,Normal,19.5,0,0,,6.8,SuC26 (Aarhus)
Tesla Motors,Model S P85+,310,08.09.2019,200,38.9,Summer tires,0,1,1,Fast,19.5,0,0,,6.8,HC90
Tesla Motors,Model S P85+,310,07.09.2019,329,60.8,Summer tires,1,0,0,Normal,18.5,0,0,,5.8,HC90
Tesla Motors,Model S P85+,310,31.08.2019,339,65.5,Summer tires,0,1,1,Moderate,19.3,0,0,,6.6,HC90
Tesla Motors,Model S P85+,310,16.08.2019,34,20.9,Summer tires,0,1,1,Moderate,18,0,0,,5.3,QC90 (Holstebro Musikteateret)
Tesla Motors,Model S P85+,310,16.08.2019,82,15.2,Summer tires,0,1,1,Moderate,18.6,0,0,,5.9,QC80 (Herning E.On)
Tesla Motors,Model S P85+,310,16.08.2019,249,45.8,Summer tires,1,0,0,Normal,18.4,0,0,,5.7,HC90
Tesla Motors,Model S P85+,310,03.08.2019,285,53.7,Summer tires,0,1,1,Normal,18.9,0,0,,6.2,HC90
Tesla Motors,Model S P85+,310,02.08.2019,349,65,Summer tires,0,1,1,Normal,18.6,1,0,,5.9,HC90
Tesla Motors,Model S P85+,310,27.07.2019,8,56.5,Summer tires,0,1,0,Moderate,17.6,1,0,,4.9,HC90
Tesla Motors,Model S P85+,310,26.07.2019,313,55,Summer tires,0,1,1,Moderate,17.6,1,0,,4.9,QC34 (IKEA Aarhus)
Tesla Motors,Model S P85+,310,23.07.2019,169,37.2,Summer tires,0,1,0,Normal,21.9,0,0,,9.2,SuC90 (Hjørring)
Tesla Motors,Model S P85+,310,23.07.2019,256,85.3,Summer tires,0,1,1,Normal,19.3,0,0,,6.6,HC90
Tesla Motors,Model S P85+,310,19.07.2019,37,35.1,Summer tires,1,1,1,Normal,18.8,0,0,,6.1,QC94 (Cittipark)
Tesla Motors,Model S P85+,310,19.07.2019,150,28.6,Summer tires,0,1,0,Fast,19.1,0,0,,6.4,SuC80 (Rødekro)
Tesla Motors,Model S P85+,310,19.07.2019,368,67.3,Summer tires,1,0,1,Normal,18.3,0,0,,5.6,HC90
Tesla Motors,Model S P85+,310,30.06.2019,155,115.3,Summer tires,0,1,1,Normal,19.2,1,0,,6.5,HC90
Tesla Motors,Model S P85+,310,29.06.2019,447,85.3,Summer tires,1,1,1,Normal,19.1,1,0,,6.4,QC84 (Seawest)
Tesla Motors,Model S P85+,310,17.06.2019,275,49.5,Summer tires,1,0,1,Moderate,18,0,0,,5.3,HC90
Tesla Motors,Model S P85+,310,11.06.2019,64,10.8,Summer tires,1,0,0,Normal,17.1,0,0,,4.4,QC90 (Viby Torv)
Tesla Motors,Model S P85+,310,10.06.2019,573,114.6,Summer tires,1,1,1,Normal,20,0,0,,7.3,HC90
