,manufacturer,version,power(kW),fuel_date,trip_distance(km),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note
3918,Tesla Motors,Model S P85,350,19.08.2015,215.0,41.9,Summer tires,0,1,1,Normal,19.49,1,0,,6.79,
3919,Tesla Motors,Model S P85,350,17.08.2015,92.0,18.2,Summer tires,0,1,1,Normal,19.78,1,0,,7.08,
3920,Tesla Motors,Model S P85,350,15.08.2015,188.0,36.4,Summer tires,0,1,1,Normal,19.36,1,0,,6.66,
3921,Tesla Motors,Model S P85,350,14.08.2015,36.0,7.1,Summer tires,0,1,1,Normal,19.72,1,0,,7.02,
3922,Tesla Motors,Model S P85,350,14.08.2015,255.0,49.3,Summer tires,0,1,1,Normal,19.33,1,0,,6.63,
3923,Tesla Motors,Model S P85,350,11.08.2015,189.0,37.5,Summer tires,0,1,1,Normal,19.84,1,0,,7.14,
3924,Tesla Motors,Model S P85,350,07.08.2015,71.0,13.2,Summer tires,0,1,1,Normal,18.59,1,0,,5.89,
3925,Tesla Motors,Model S P85,350,06.08.2015,210.0,40.6,Summer tires,0,1,1,Normal,19.33,1,0,,6.63,
3926,Tesla Motors,Model S P85,350,04.08.2015,114.0,21.0,Summer tires,0,1,1,Normal,18.42,1,0,,5.72,
3927,Tesla Motors,Model S P85,350,03.08.2015,202.0,39.1,Summer tires,0,1,1,Normal,19.36,1,0,,6.66,
3928,Tesla Motors,Model S P85,350,30.07.2015,142.0,28.3,Summer tires,0,1,1,Normal,19.93,1,0,,7.23,
3929,Tesla Motors,Model S P85,350,29.07.2015,332.0,63.3,Summer tires,0,1,1,Normal,19.07,1,0,,6.37,
3930,Tesla Motors,Model S P85,350,24.07.2015,174.0,33.5,Summer tires,0,1,1,Normal,19.25,1,0,,6.55,
3931,Tesla Motors,Model S P85,350,22.07.2015,74.0,13.5,Summer tires,0,1,1,Normal,18.24,1,0,,5.54,
3932,Tesla Motors,Model S P85,350,21.07.2015,104.0,19.8,Summer tires,0,1,1,Normal,19.04,1,0,,6.34,
3933,Tesla Motors,Model S P85,350,20.07.2015,130.0,24.7,Summer tires,0,1,1,Normal,19.0,1,0,,6.3,
3934,Tesla Motors,Model S P85,350,17.07.2015,236.0,42.9,Summer tires,0,1,1,Normal,18.18,1,0,,5.48,
3935,Tesla Motors,Model S P85,350,14.07.2015,108.0,19.5,Summer tires,0,1,1,Normal,18.06,1,0,,5.36,
3936,Tesla Motors,Model S P85,350,13.07.2015,193.0,36.7,Summer tires,0,1,1,Normal,19.02,1,0,,6.32,
3937,Tesla Motors,Model S P85,350,10.07.2015,148.0,28.1,Summer tires,0,1,1,Normal,18.99,1,0,,6.29,
3938,Tesla Motors,Model S P85,350,08.07.2015,168.0,31.4,Summer tires,0,1,1,Normal,18.69,1,0,,5.99,
3939,Tesla Motors,Model S P85,350,06.07.2015,35.0,5.9,Summer tires,0,1,1,Normal,16.86,1,0,,4.16,
3940,Tesla Motors,Model S P85,350,05.07.2015,115.0,26.3,Summer tires,0,1,1,Normal,22.87,1,0,,10.17,
3941,Tesla Motors,Model S P85,350,05.07.2015,178.0,37.6,Summer tires,0,1,1,Normal,21.12,1,0,,8.42,
3942,Tesla Motors,Model S P85,350,05.07.2015,206.0,42.2,Summer tires,0,1,1,Normal,20.49,1,0,,7.79,
3943,Tesla Motors,Model S P85,350,04.07.2015,175.0,36.7,Summer tires,0,1,1,Normal,20.97,1,0,,8.27,
3944,Tesla Motors,Model S P85,350,03.07.2015,180.0,38.7,Summer tires,0,1,1,Normal,21.5,1,0,,8.8,
3945,Tesla Motors,Model S P85,350,03.07.2015,175.0,37.6,Summer tires,0,1,1,Normal,21.49,1,0,,8.79,
3946,Tesla Motors,Model S P85,350,03.07.2015,299.0,59.8,Summer tires,0,1,1,Normal,20.0,1,0,,7.3,
3947,Tesla Motors,Model S P85,350,30.06.2015,132.0,24.3,Summer tires,0,1,1,Normal,18.41,1,0,,5.71,
3948,Tesla Motors,Model S P85,350,29.06.2015,37.0,6.2,Summer tires,0,1,1,Normal,16.76,1,0,,4.06,
3949,Tesla Motors,Model S P85,350,28.06.2015,297.0,55.0,Summer tires,0,1,0,Normal,18.52,1,0,,5.82,
3950,Tesla Motors,Model S P85,350,28.06.2015,213.0,43.8,Summer tires,0,1,0,Normal,20.56,1,0,,7.86,
3951,Tesla Motors,Model S P85,350,28.06.2015,161.0,38.0,Summer tires,0,1,0,Normal,23.6,1,0,,10.9,
3952,Tesla Motors,Model S P85,350,27.06.2015,131.0,32.9,Summer tires,1,0,1,Normal,25.11,1,0,,12.41,
3953,Tesla Motors,Model S P85,350,26.06.2015,161.0,33.6,Summer tires,0,1,0,Normal,20.87,1,0,,8.17,
3954,Tesla Motors,Model S P85,350,26.06.2015,206.0,43.1,Summer tires,0,1,1,Normal,20.92,1,0,,8.22,
3955,Tesla Motors,Model S P85,350,26.06.2015,171.0,30.6,Summer tires,0,1,1,Normal,17.89,1,0,,5.19,
3956,Tesla Motors,Model S P85,350,26.06.2015,171.0,32.2,Summer tires,0,1,1,Normal,18.83,1,0,,6.13,
3957,Tesla Motors,Model S P85,350,26.06.2015,162.0,30.6,Summer tires,0,1,1,Normal,18.89,1,0,,6.19,
3958,Tesla Motors,Model S P85,350,24.06.2015,212.0,40.3,Summer tires,0,1,1,Normal,19.01,1,0,,6.31,
3959,Tesla Motors,Model S P85,350,21.06.2015,283.0,56.6,Summer tires,0,1,1,Normal,20.0,1,0,,7.3,
3960,Tesla Motors,Model S P85,350,18.06.2015,70.0,13.5,Summer tires,0,1,1,Normal,19.29,1,0,,6.59,
3961,Tesla Motors,Model S P85,350,17.06.2015,246.0,47.6,Summer tires,0,1,1,Normal,19.35,1,0,,6.65,
3962,Tesla Motors,Model S P85,350,13.06.2015,282.0,55.8,Summer tires,0,1,1,Normal,19.79,1,0,,7.09,
3963,Tesla Motors,Model S P85,350,11.06.2015,211.0,41.9,Summer tires,0,1,1,Normal,19.86,1,0,,7.16,
3964,Tesla Motors,Model S P85,350,09.06.2015,313.0,59.5,Summer tires,0,1,1,Normal,19.01,1,0,,6.31,
3965,Tesla Motors,Model S P85,350,29.05.2015,229.0,46.5,Summer tires,0,1,1,Normal,20.31,1,0,,7.61,
3966,Tesla Motors,Model S P85,350,26.05.2015,274.0,55.7,Summer tires,0,1,1,Normal,20.33,1,0,,7.63,
3967,Tesla Motors,Model S P85,350,22.05.2015,303.0,64.5,Summer tires,0,1,1,Normal,21.29,1,0,,8.59,
3968,Tesla Motors,Model S P85,350,15.05.2015,208.0,40.5,Summer tires,0,1,1,Normal,19.47,1,0,,6.77,
3969,Tesla Motors,Model S P85,350,11.05.2015,157.0,30.6,Summer tires,0,1,1,Normal,19.49,1,0,,6.79,
3970,Tesla Motors,Model S P85,350,07.05.2015,142.0,28.3,Summer tires,0,1,1,Normal,19.93,1,0,,7.23,
3971,Tesla Motors,Model S P85,350,05.05.2015,197.0,38.4,Summer tires,0,1,1,Normal,19.49,1,0,,6.79,
3972,Tesla Motors,Model S P85,350,03.05.2015,185.0,39.3,Summer tires,0,1,1,Normal,21.24,1,0,,8.54,
3973,Tesla Motors,Model S P85,350,02.05.2015,160.0,42.2,Summer tires,0,1,0,Fast,26.38,1,0,,13.68,
3974,Tesla Motors,Model S P85,350,01.05.2015,188.0,40.7,Summer tires,0,1,1,Normal,21.65,1,0,,8.95,
3975,Tesla Motors,Model S P85,350,30.04.2015,170.0,40.5,Summer tires,0,1,1,Fast,23.82,1,0,,11.12,
3976,Tesla Motors,Model S P85,350,30.04.2015,70.0,14.4,Summer tires,0,1,1,Normal,20.57,1,0,,7.87,
3977,Tesla Motors,Model S P85,350,29.04.2015,234.0,49.7,Summer tires,0,1,1,Normal,21.24,1,0,,8.54,
3978,Tesla Motors,Model S P85,350,25.04.2015,170.0,33.0,Summer tires,0,1,1,Normal,19.41,1,0,,6.71,
3979,Tesla Motors,Model S P85,350,23.04.2015,144.0,26.3,Winter tires,0,1,1,Normal,18.26,1,0,,5.56,
3980,Tesla Motors,Model S P85,350,20.04.2015,35.0,6.9,Winter tires,0,1,1,Normal,19.71,1,0,,7.01,
3981,Tesla Motors,Model S P85,350,18.04.2015,74.0,13.8,Winter tires,0,0,1,Normal,18.65,1,0,,5.95,
3982,Tesla Motors,Model S P85,350,18.04.2015,268.0,49.7,Winter tires,0,1,1,Normal,18.54,1,0,,5.84,
3983,Tesla Motors,Model S P85,350,18.04.2015,39.0,8.3,Winter tires,0,1,1,Normal,21.28,1,0,,8.58,
3984,Tesla Motors,Model S P85,350,17.04.2015,220.0,40.0,Winter tires,0,1,1,Normal,18.18,1,0,,5.48,
3985,Tesla Motors,Model S P85,350,14.04.2015,190.0,34.3,Winter tires,0,1,1,Normal,18.05,1,0,,5.35,
3986,Tesla Motors,Model S P85,350,10.04.2015,162.0,30.4,Winter tires,0,1,1,Normal,18.77,1,0,,6.07,
3987,Tesla Motors,Model S P85,350,08.04.2015,178.0,38.7,Winter tires,0,1,1,Normal,21.74,1,0,,9.04,
3988,Tesla Motors,Model S P85,350,04.04.2015,116.0,33.0,Winter tires,0,1,1,Fast,28.45,1,0,,15.75,
3989,Tesla Motors,Model S P85,350,04.04.2015,229.0,53.5,Winter tires,0,1,0,Fast,23.36,1,0,,10.66,
3990,Tesla Motors,Model S P85,350,04.04.2015,162.0,37.2,Winter tires,0,1,0,Fast,22.96,1,0,,10.26,
3991,Tesla Motors,Model S P85,350,04.04.2015,165.0,47.6,Winter tires,0,1,0,Fast,28.85,1,0,,16.15,
3992,Tesla Motors,Model S P85,350,03.04.2015,144.0,37.0,Winter tires,0,1,0,Fast,25.69,1,0,,12.99,
3993,Tesla Motors,Model S P85,350,03.04.2015,175.0,37.9,Winter tires,0,1,0,Normal,21.66,1,0,,8.96,
3994,Tesla Motors,Model S P85,350,03.04.2015,90.0,23.4,Winter tires,0,1,0,Fast,26.0,1,0,,13.3,
3995,Tesla Motors,Model S P85,350,02.04.2015,145.0,34.2,Winter tires,0,1,0,Fast,23.59,1,0,,10.89,
3996,Tesla Motors,Model S P85,350,02.04.2015,150.0,34.8,Winter tires,0,1,0,Normal,23.2,1,0,,10.5,
3997,Tesla Motors,Model S P85,350,02.04.2015,171.0,38.4,Winter tires,0,1,0,Normal,22.46,1,0,,9.76,
3998,Tesla Motors,Model S P85,350,02.04.2015,101.0,20.8,Winter tires,0,1,0,Normal,20.59,1,0,,7.89,
3999,Tesla Motors,Model S P85,350,02.04.2015,160.0,34.6,Winter tires,0,1,0,Normal,21.63,1,0,,8.93,
4000,Tesla Motors,Model S P85,350,01.04.2015,182.0,33.8,Winter tires,0,1,0,Normal,18.57,1,0,,5.87,
4001,Tesla Motors,Model S P85,350,01.04.2015,136.0,26.3,Winter tires,0,1,0,Normal,19.34,1,0,,6.64,
4002,Tesla Motors,Model S P85,350,01.04.2015,267.0,45.9,Winter tires,0,1,0,Normal,17.19,1,0,,4.49,
4003,Tesla Motors,Model S P85,350,31.03.2015,156.0,20.2,Winter tires,0,0,1,Normal,12.95,1,0,,0.25,
4004,Tesla Motors,Model S P85,350,31.03.2015,187.0,34.7,Winter tires,0,0,1,Normal,18.56,1,0,,5.86,
4005,Tesla Motors,Model S P85,350,31.03.2015,216.0,41.8,Winter tires,0,0,1,Normal,19.35,1,0,,6.65,
4006,Tesla Motors,Model S P85,350,30.03.2015,195.0,34.9,Winter tires,0,0,1,Normal,17.9,1,0,,5.2,
4007,Tesla Motors,Model S P85,350,30.03.2015,204.0,38.2,Winter tires,0,0,1,Normal,18.73,1,0,,6.03,
4008,Tesla Motors,Model S P85,350,30.03.2015,65.0,13.4,Winter tires,0,0,1,Normal,20.62,1,0,,7.92,
4009,Tesla Motors,Model S P85,350,29.03.2015,118.0,23.1,Winter tires,0,0,1,Normal,19.58,1,0,,6.88,
4010,Tesla Motors,Model S P85,350,29.03.2015,221.0,40.7,Winter tires,0,0,1,Normal,18.42,1,0,,5.72,
4011,Tesla Motors,Model S P85,350,29.03.2015,170.0,34.8,Winter tires,0,0,1,Normal,20.47,1,0,,7.77,
4012,Tesla Motors,Model S P85,350,28.03.2015,219.0,42.9,Winter tires,0,0,1,Normal,19.59,1,0,,6.89,
4013,Tesla Motors,Model S P85,350,26.03.2015,195.0,41.4,Winter tires,0,0,1,Normal,21.23,1,0,,8.53,
4014,Tesla Motors,Model S P85,350,26.03.2015,213.0,44.9,Winter tires,0,0,1,Normal,21.08,1,0,,8.38,
4015,Tesla Motors,Model S P85,350,25.03.2015,86.0,18.8,Winter tires,0,0,1,Normal,21.86,1,0,,9.16,
4016,Tesla Motors,Model S P85,350,24.03.2015,260.0,53.0,Winter tires,0,0,1,Normal,20.38,1,0,,7.68,
4017,Tesla Motors,Model S P85,350,23.03.2015,197.0,43.6,Winter tires,0,0,1,Normal,22.13,1,0,,9.43,
4018,Tesla Motors,Model S P85,350,21.03.2015,237.0,46.3,Winter tires,0,0,1,Normal,19.54,1,0,,6.84,
4019,Tesla Motors,Model S P85,350,21.03.2015,95.0,20.6,Winter tires,0,0,1,Normal,21.68,1,0,,8.98,
4020,Tesla Motors,Model S P85,350,20.03.2015,128.0,28.0,Winter tires,0,0,1,Normal,21.88,1,0,,9.18,
4021,Tesla Motors,Model S P85,350,20.03.2015,184.0,38.4,Winter tires,0,0,1,Normal,20.87,1,0,,8.17,
4022,Tesla Motors,Model S P85,350,20.03.2015,116.0,26.2,Winter tires,0,0,1,Normal,22.59,1,0,,9.89,
4023,Tesla Motors,Model S P85,350,19.03.2015,91.0,18.7,Winter tires,0,0,1,Normal,20.55,1,0,,7.85,
4024,Tesla Motors,Model S P85,350,19.03.2015,195.0,39.1,Winter tires,0,0,1,Normal,20.05,1,0,,7.35,
4025,Tesla Motors,Model S P85,350,19.03.2015,218.0,41.5,Winter tires,0,0,1,Normal,19.04,1,0,,6.34,
4026,Tesla Motors,Model S P85,350,18.03.2015,188.0,27.0,Winter tires,0,1,1,Normal,14.36,1,0,,1.66,
4027,Tesla Motors,Model S P85,350,18.03.2015,156.0,28.8,Winter tires,0,1,1,Normal,18.46,1,0,,5.76,
4028,Tesla Motors,Model S P85,350,18.03.2015,189.0,36.8,Winter tires,0,1,1,Normal,19.47,1,0,,6.77,
4029,Tesla Motors,Model S P85,350,18.03.2015,82.0,16.2,Winter tires,0,1,1,Normal,19.76,1,0,,7.06,
4030,Tesla Motors,Model S P85,350,16.03.2015,137.0,29.3,Winter tires,0,1,1,Normal,21.39,1,0,,8.69,
4031,Tesla Motors,Model S P85,350,16.03.2015,181.0,37.1,Winter tires,0,1,1,Normal,20.5,1,0,,7.8,
4032,Tesla Motors,Model S P85,350,16.03.2015,161.0,35.3,Winter tires,0,1,1,Normal,21.93,1,0,,9.23,
4033,Tesla Motors,Model S P85,350,15.03.2015,65.0,14.8,Winter tires,0,1,1,Normal,22.77,1,0,,10.07,
4034,Tesla Motors,Model S P85,350,15.03.2015,210.0,50.3,Winter tires,0,1,1,Normal,23.95,1,0,,11.25,
